Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x3][0x2c],3 [0x5][0x1c],4 [0x5][0x1e],5 [0x5][0x20],6 [0x5][0x22],7 [0x3][0x2d],8 [0x3][0x2e],9 [0x3][0x2f],10 [0x5][0x24],11 [0x19][0x37],12 [0x3][0x30],13 [0x1a][0x37],14 [0x3][0x31],15 [0x1b][0x37],16 [0x1c][0x37],17 [0x1d][0x37],18 [0x1e][0x37],19 [0x5][0x26],20 [0x6][0xc],21 [0x6][0x10],22 [0x7][0x8],23 [0x5][0x28],24 [0x6][0x14],25 [0x6][0x18],26 [0x5][0x2a],27 [0x2][0x36],28 [0x1f][0x37],29 [0x3][0x32],30 [0x3][0x33],31 [0x3][0x34],32 [0x3][0x35],33 [0x20][0x37]
244,"s1b4","ffxiv/sea_s1/bah/s1b4/level/s1b4",1,22,502,467,59,2,2,17,96,false,0,false,0,true,false,false,false,1001,122006,124504,0,0,0,-1,0,-1,false,0,0,0,0,false
245,"s1b5","ffxiv/sea_s1/bah/s1b5/level/s1b5",1,22,502,468,60,2,2,16,97,false,0,false,0,true,false,false,false,1001,122006,124505,0,0,0,-1,15,-1,false,0,0,0,0,false
246,"w1b5","ffxiv/wil_w1/bah/w1b5/level/w1b5",1,24,505,1410,1,4,0,12,0,false,0,false,0,true,false,false,false,1001,122014,124535,852738,0,22,-1,0,-1,false,0,0,0,0,false
247,"s1b7","ffxiv/sea_s1/bah/s1b7/level/s1b7",1,22,502,469,1,2,0,12,0,false,0,false,0,true,false,false,false,1001,122006,124506,0,0,22,-1,0,-1,false,0,0,0,0,false
248,"e0017","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,4,3,9,312,false,10,false,0,true,false,false,false,37,122002,123105,0,18,0,-1,0,-1,false,0,0,0,0,false
249,"e0018","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,2,3,9,313,false,17,false,0,true,false,false,false,117,122001,123005,0,24,0,-1,0,-1,false,0,0,0,0,false
250,"s1p1","ffxiv/sea_s1/pvp/s1p1/level/s1p1",1,22,502,358,51,2,0,1,0,false,29,false,0,true,false,false,false,1081,122001,123011,853478,0,55,-1,0,27,true,0,0,0,0,false
251,"e0028","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,4,3,9,323,false,7,false,0,true,false,false,false,113,122008,123102,0,34,0,-1,0,-1,false,0,0,0,0,false
252,"e0038","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,22,502,30,15,2,3,9,332,false,16,false,0,true,false,false,false,37,122001,123004,0,35,0,-1,0,-1,false,0,0,0,0,false
253,"e0019","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,4,3,9,314,false,10,false,0,true,false,false,false,37,122002,123105,0,19,0,-1,0,-1,false,0,0,0,0,false
254,"e0020","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,4,3,9,315,false,7,false,0,true,false,false,false,37,122008,123102,0,20,0,-1,0,-1,false,0,0,0,0,false
255,"e0021","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,4,3,9,316,false,9,false,0,true,false,false,false,37,122002,123104,0,21,0,-1,0,-1,false,0,0,0,0,false
256,"e0022","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,4,3,9,317,false,11,false,0,true,false,false,false,39,122002,123106,0,22,0,-1,0,-1,false,0,0,0,0,false
257,"e0023","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,4,3,9,318,false,11,false,0,true,false,false,false,113,122002,123106,0,23,0,-1,0,-1,false,0,0,0,0,false
258,"e0024","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,4,3,9,319,false,10,false,0,true,false,false,false,37,122002,123105,0,30,0,-1,0,-1,false,0,0,0,0,false
259,"e0025","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,4,3,9,320,false,7,false,0,true,false,false,false,101,122008,123102,0,31,0,-1,0,-1,false,0,0,0,0,false
260,"e0026","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,4,3,9,321,false,12,false,0,true,false,false,false,37,122002,123107,0,32,0,-1,0,-1,false,0,0,0,0,false
261,"e0027","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,4,3,9,322,false,12,false,0,true,false,false,false,101,122002,123107,0,33,0,-1,0,-1,false,0,0,0,0,false
262,"e0034","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,2,3,9,328,false,17,false,0,true,false,false,false,39,122001,123005,0,25,0,-1,0,-1,false,0,0,0,0,false
263,"e0035","ffxiv/sea_s1/fld/s1f4/level/s1f4",1,22,502,33,18,2,3,9,329,false,19,false,0,true,false,false,false,37,122001,123007,0,26,0,-1,0,-1,false,0,0,0,0,false
264,"e0036","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,2,3,9,330,false,17,false,0,true,false,false,false,33,122001,123005,0,27,0,-1,0,-1,false,0,0,0,0,false
265,"e0037","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,2,3,9,331,false,17,false,0,true,false,false,false,113,122001,123005,0,28,0,-1,0,-1,false,0,0,0,0,false
266,"e0029","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,4,3,9,324,false,11,false,0,true,false,false,false,117,122002,123106,0,40,0,-1,0,-1,false,0,0,0,0,false
267,"e0030","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,4,3,9,325,false,9,false,0,true,false,false,false,37,122002,123104,0,41,0,-1,0,-1,false,0,0,0,0,false
268,"e0031","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,4,3,9,326,false,11,false,0,true,false,false,false,39,122002,123106,0,42,0,-1,0,-1,false,0,0,0,0,false
269,"e0032","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,4,3,9,327,false,9,false,0,true,false,false,false,113,122002,123104,0,43,0,-1,0,-1,false,0,0,0,0,false
270,"e0041","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,4,3,9,335,false,10,false,0,true,false,false,false,37,122002,123105,0,37,0,-1,0,-1,false,0,0,0,0,false
271,"e0042","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,4,3,9,336,false,10,false,0,true,false,false,false,36,122002,123105,0,38,0,-1,0,-1,false,0,0,0,0,false
272,"e0039","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,22,502,30,15,2,3,9,333,false,16,false,0,true,false,false,false,37,122001,123004,0,29,0,-1,0,-1,false,0,0,0,0,false
273,"e0043","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,4,3,9,337,false,9,false,0,true,false,false,false,39,122002,123104,0,39,0,-1,0,-1,false,0,0,0,0,false
274,"e0046","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,4,3,9,338,false,7,false,0,true,false,false,false,108,122008,123102,0,44,0,-1,0,-1,false,0,0,0,0,false
275,"e0047","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,4,3,9,339,false,11,false,0,true,false,false,false,37,122002,123106,0,45,0,-1,0,-1,false,0,0,0,0,false
276,"z1e5","ffxiv/zon_z1/evt/z1e5/level/z1e5",1,148,0,379,1,1,0,7,0,false,0,false,0,false,false,false,false,1001,-1,-1,0,0,0,-1,0,-1,false,0,0,0,0,false
277,"e0048","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,3,9,340,false,4,false,0,true,false,false,false,39,122003,123205,0,46,0,-1,0,-1,false,0,0,0,0,false
278,"e0049","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,4,3,9,341,false,9,false,0,true,false,false,false,39,122002,123104,0,47,0,-1,0,-1,false,0,0,0,0,false
279,"e0050","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,2,3,9,342,false,17,false,0,true,false,false,false,39,122001,123005,0,48,0,-1,0,-1,false,0,0,0,0,false
280,"e0040","ffxiv/sea_s1/fld/s1f4/level/s1f4",1,22,502,33,18,2,3,9,334,false,19,false,0,true,false,false,false,36,122001,123007,0,36,0,-1,0,-1,false,0,0,0,0,false
281,"o1fa","ffxiv/ocn_o1/fld/o1fa/level/o1fa",1,22,502,1334,147,2,2,10,72,false,38,false,0,true,false,false,false,1001,122001,124011,0,0,0,-1,36,-1,false,0,0,0,0,false
282,"s1i1","ffxiv/sea_s1/ind/s1i1/level/s1i1",1,22,502,1100,109,2,0,14,0,false,0,false,0,true,false,false,false,1083,122001,123010,0,0,8,-1,0,-1,false,0,0,0,0,false
283,"s1i2","ffxiv/sea_s1/ind/s1i2/level/s1i2",1,22,502,1101,110,2,0,14,0,false,0,false,0,true,false,false,false,1083,122001,123010,0,0,8,-1,0,-1,false,0,0,0,0,false
284,"s1i3","ffxiv/sea_s1/ind/s1i3/level/s1i3",1,22,502,1102,113,2,0,14,0,false,0,false,0,true,false,false,false,1083,122001,123010,0,0,8,-1,0,-1,false,0,0,0,0,false
285,"e0053","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,22,502,30,15,2,3,9,345,false,16,false,0,true,false,false,false,39,122001,123004,0,50,0,-1,0,-1,false,0,0,0,0,false
286,"e0054","ffxiv/ocn_o1/evt/o1e2/level/o1e2",1,22,502,462,95,2,3,9,346,false,0,false,0,true,false,false,false,39,-1,-1,0,51,0,-1,0,-1,false,0,0,0,0,false
287,"e0055","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,2,3,9,347,false,17,false,0,true,false,false,false,39,122001,123005,0,52,0,-1,0,-1,false,0,0,0,0,false
288,"e0056","ffxiv/ocn_o1/evt/o1e2/level/o1e2",1,22,502,462,95,2,3,9,348,false,0,false,0,true,false,false,false,39,-1,-1,0,53,0,300,0,-1,false,0,0,0,0,false
289,"e0057","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,3,9,349,false,4,false,0,true,false,false,false,37,122003,123205,0,54,0,-1,0,-1,false,0,0,0,0,false
290,"e0063","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,3,9,355,false,4,false,0,true,false,false,false,37,122003,123205,0,55,0,-1,0,-1,false,0,0,0,0,false
291,"e0064","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,23,507,56,6,3,3,9,356,false,5,false,0,true,false,false,false,37,122003,123206,0,56,0,1300,0,-1,false,0,0,0,0,false
292,"w1fa_2","ffxiv/wil_w1/fld/w1fa/level/w1fa",1,24,505,357,401,4,2,10,59,false,25,false,0,true,false,false,false,1001,122002,124109,0,0,0,-1,5,-1,false,0,0,0,0,false
293,"s1fa_2","ffxiv/sea_s1/fld/s1fa/level/s1fa",1,22,502,359,403,2,2,10,60,false,23,false,0,true,false,false,false,1001,122001,124009,0,0,0,-1,6,-1,false,0,0,0,0,false
294,"r1fa_2","ffxiv/roc_r1/fld/r1fa/level/r1fa",1,25,508,361,402,5,2,10,61,false,26,false,0,true,false,false,false,1001,122004,124306,0,0,0,-1,10,-1,false,0,0,0,0,false
295,"w1fa_3","ffxiv/wil_w1/fld/w1fa/level/w1fa",1,24,505,357,401,4,2,10,63,false,25,false,0,true,false,false,false,1001,122002,124110,0,0,0,-1,23,-1,false,0,0,0,0,false
296,"s1fa_3","ffxiv/sea_s1/fld/s1fa/level/s1fa",1,22,502,359,403,2,2,10,64,false,23,false,0,true,false,false,false,1001,122001,124010,0,0,0,-1,16,-1,false,0,0,0,0,false
297,"r1fa_3","ffxiv/roc_r1/fld/r1fa/level/r1fa",1,25,508,361,402,5,2,10,65,false,26,false,0,true,false,false,false,1001,122004,124307,0,0,0,-1,0,-1,false,0,0,0,0,false
298,"go012","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,5,2,3,53,false,21,false,2,true,false,false,false,1001,-1,-1,0,0,0,-1,0,-1,false,0,0,0,0,false
299,"go013","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,6,2,3,54,false,22,false,0,true,false,false,false,1001,-1,-1,0,0,0,-1,0,-1,false,0,0,0,0,false
300,"go014","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,6,2,3,55,false,22,false,0,true,false,false,false,1001,-1,-1,0,0,0,-1,0,-1,false,0,0,0,0,false
301,"e0051","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,5,3,9,343,false,21,false,2,true,false,false,false,37,122004,123301,0,60,0,-1,0,-1,false,0,0,0,0,false
302,"e0052","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,5,3,9,344,false,21,false,2,true,false,false,false,113,122004,123301,0,61,0,-1,0,-1,false,0,0,0,0,false
303,"e0058","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,3,9,350,false,4,false,0,true,false,false,false,39,122003,123205,0,57,0,-1,0,-1,false,0,0,0,0,false
304,"e0059","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,5,3,9,351,false,21,false,2,true,false,false,false,113,122004,123301,0,62,0,-1,0,-1,false,0,0,0,0,false
305,"e0060","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,6,3,9,352,false,22,false,0,true,false,false,false,117,122005,123401,0,65,0,-1,0,-1,false,0,0,0,0,false
306,"e0061","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,4,3,9,353,false,12,false,0,true,false,false,false,113,122002,123107,0,58,0,-1,0,-1,false,0,0,0,0,false
307,"e0062","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,2,3,9,354,false,17,false,0,true,false,false,false,108,122001,123005,0,59,0,-1,0,-1,false,0,0,0,0,false
308,"e0065","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,6,3,9,357,false,22,false,0,true,false,false,false,76,122005,123401,0,63,0,-1,0,-1,false,0,0,0,0,false
309,"e0066","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,6,3,9,358,false,22,false,0,true,false,false,false,39,122005,123401,0,64,0,-1,0,-1,false,0,0,0,0,false
310,"e0067","ffxiv/sea_s1/fld/s1f3/level/s1f3",1,22,502,32,17,2,3,9,359,false,18,false,0,true,false,false,false,37,122001,123006,0,66,0,-1,0,-1,false,0,0,0,0,false
311,"e0068","ffxiv/sea_s1/fld/s1f3/level/s1f3",1,22,502,32,17,2,3,9,360,false,18,false,0,true,false,false,false,39,122001,123006,0,67,0,-1,0,-1,false,0,0,0,0,false
312,"e0069","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,4,3,9,361,false,12,false,0,true,false,false,false,37,122002,123107,0,68,0,-1,0,-1,false,0,0,0,0,false
313,"e0070","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,5,3,9,362,false,21,false,2,true,false,false,false,39,122004,123301,0,69,0,-1,0,-1,false,0,0,0,0,false
314,"e0071","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,4,3,9,363,false,10,false,0,true,false,false,false,37,122002,123105,0,70,0,-1,0,-1,false,0,0,0,0,false
315,"e0072","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,6,3,9,364,false,22,false,0,true,false,false,false,91,122005,123401,0,71,0,-1,0,-1,false,0,0,0,0,false
316,"e0073","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,5,3,9,365,false,21,false,2,true,false,false,false,91,122004,123301,0,72,0,-1,0,-1,false,0,0,0,0,false
317,"e0074","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,23,507,56,6,3,3,9,366,false,5,false,0,true,false,false,false,37,122003,123206,0,73,0,-1,0,-1,false,0,0,0,0,false
318,"e0075","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,4,3,9,367,false,12,false,0,true,false,false,false,91,122002,123107,0,74,0,-1,0,-1,false,0,0,0,0,false
319,"e0076","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,23,507,54,4,3,3,9,368,false,3,false,0,true,false,false,false,37,122003,123204,0,75,0,-1,0,-1,false,0,0,0,0,false
320,"e0077","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,23,507,54,4,3,3,9,369,false,3,false,0,true,false,false,false,91,122003,123204,0,76,0,-1,0,-1,false,0,0,0,0,false
321,"e0078","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,23,507,57,7,3,3,9,370,false,6,false,0,true,false,false,false,37,122003,123207,0,77,0,-1,0,-1,false,0,0,0,0,false
322,"e0079","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,5,3,9,371,false,21,false,2,true,false,false,false,91,122004,123301,0,78,0,-1,0,-1,false,0,0,0,0,false
323,"e0080","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,4,3,9,372,false,12,false,0,true,false,false,false,120,122002,123107,0,79,0,-1,0,-1,false,0,0,0,0,false
324,"e0081","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,23,507,57,7,3,3,9,373,false,6,false,0,true,false,false,false,157,122003,123207,0,80,0,-1,0,-1,false,0,0,0,0,false
325,"e0082","ffxiv/sea_s1/fld/s1f6/level/s1f6",1,22,502,350,30,2,3,9,374,false,24,false,0,true,false,false,false,155,122001,123009,0,81,0,-1,0,-1,false,0,0,0,0,false
326,"e0083","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,6,3,9,375,false,22,false,0,true,false,false,false,91,122005,123401,0,82,0,-1,0,-1,false,0,0,0,0,false
327,"e0084","ffxiv/sea_s1/fld/s1f3/level/s1f3",1,22,502,32,17,2,3,9,376,false,18,false,0,true,false,false,false,39,122001,123006,0,83,0,-1,0,-1,false,0,0,0,0,false
328,"e0085","ffxiv/sea_s1/fld/s1f5/level/s1f5",1,22,502,34,19,2,3,9,377,false,20,false,0,true,false,false,false,39,122001,123008,0,84,0,-1,0,-1,false,0,0,0,0,false
329,"e0086","ffxiv/sea_s1/dun/s1d3/level/s1d3",1,22,502,37,32,2,3,9,378,false,0,false,0,true,false,false,false,91,122001,124005,0,85,0,-1,0,-1,false,0,0,0,0,false
330,"e0087","ffxiv/sea_s1/fld/s1f4/level/s1f4",1,22,502,33,18,2,3,9,379,false,19,false,0,true,false,false,false,112,122001,123007,0,86,0,100,0,-1,false,0,0,0,0,false
331,"r1fa_event","ffxiv/roc_r1/fld/r1fa/level/r1fa",1,25,508,459,98,5,0,7,0,false,26,false,0,true,false,false,false,1001,-1,-1,0,0,23,-1,0,-1,false,0,0,0,0,false
332,"w1f1_battle","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,4,2,10,62,false,9,false,0,true,false,false,false,1001,122002,123104,0,0,0,-1,34,-1,false,0,0,0,0,false
333,"","",0,0,0,0,0,0,0,0,0,false,0,false,0,false,false,false,false,0,0,0,0,0,0,0,0,0,false,0,0,0,0,false
334,"","",0,0,0,0,0,0,0,0,0,false,0,false,0,false,false,false,false,0,0,0,0,0,0,0,0,0,false,0,0,0,0,false
335,"l1f1_event","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,6,0,15,0,false,22,false,0,true,false,false,false,148,-1,-1,0,0,24,-1,0,-1,false,0,0,0,0,false
336,"","",0,0,0,0,0,0,0,0,0,false,0,false,0,false,false,false,false,0,0,0,0,0,0,0,0,0,false,0,0,0,0,false
337,"","",0,0,0,0,0,0,0,0,0,false,0,false,0,false,false,false,false,0,0,0,0,0,0,0,0,0,false,0,0,0,0,false
338,"s1b7_2","ffxiv/sea_s1/bah/s1b7/level/s1b7",1,24,505,152,1,4,0,12,0,false,0,false,0,true,false,false,false,146,122010,124507,0,0,22,-1,0,-1,false,0,0,0,0,false
339,"s1h1","ffxiv/sea_s1/hou/s1h1/level/s1h1",1,22,502,425,72,2,0,13,0,false,32,true,0,true,false,true,false,1083,122001,123010,852431,0,8,-1,78,-1,false,0,0,0,25,false
340,"f1h1","ffxiv/fst_f1/hou/f1h1/level/f1h1",1,23,507,426,82,3,0,13,0,false,34,true,0,true,false,true,false,1110,122003,123208,852427,0,2,-1,78,-1,false,0,0,0,26,false
341,"w1h1","ffxiv/wil_w1/hou/w1h1/level/w1h1",1,24,505,427,83,4,0,13,0,false,33,true,0,true,false,true,false,1109,122002,123109,852430,0,9,-1,78,-1,false,0,0,0,27,false
342,"f1i1","ffxiv/fst_f1/ind/f1i1/level/f1i1",1,23,507,1106,116,3,0,14,0,false,0,false,0,true,false,false,false,1110,122003,123208,0,0,2,-1,0,-1,false,0,0,0,0,false
343,"f1i2","ffxiv/fst_f1/ind/f1i2/level/f1i2",1,23,507,1107,117,3,0,14,0,false,0,false,0,true,false,false,false,1110,122003,123208,0,0,2,-1,0,-1,false,0,0,0,0,false
344,"f1i3","ffxiv/fst_f1/ind/f1i3/level/f1i3",1,23,507,1108,120,3,0,14,0,false,0,false,0,true,false,false,false,1110,122003,123208,0,0,2,-1,0,-1,false,0,0,0,0,false
345,"w1i1","ffxiv/wil_w1/ind/w1i1/level/w1i1",1,24,505,1103,123,4,0,14,0,false,0,false,0,true,false,false,false,1109,122002,123109,0,0,9,-1,0,-1,false,0,0,0,0,false
346,"w1i2","ffxiv/wil_w1/ind/w1i2/level/w1i2",1,24,505,1104,124,4,0,14,0,false,0,false,0,true,false,false,false,1109,122002,123109,0,0,9,-1,0,-1,false,0,0,0,0,false
347,"w1i3","ffxiv/wil_w1/ind/w1i3/level/w1i3",1,24,505,1105,127,4,0,14,0,false,0,false,0,true,false,false,false,1109,122002,123109,0,0,9,-1,0,-1,false,0,0,0,0,false
348,"w1fb","ffxiv/wil_w1/fld/w1fb/level/w1fb",1,24,505,477,143,4,2,10,68,false,31,false,0,true,false,false,false,1001,122002,124114,0,0,0,-1,17,-1,false,0,0,0,0,false
349,"w1d6","ffxiv/wil_w1/dun/w1d6/level/w1d6",1,24,505,48,140,4,2,3,18,false,0,false,0,true,false,false,false,1001,122002,124102,0,0,0,-1,0,-1,false,0,0,0,0,false
350,"f1d4","ffxiv/fst_f1/dun/f1d4/level/f1d4",1,23,507,59,137,3,2,3,19,false,0,false,0,true,false,false,false,1001,122003,124204,0,0,0,-1,0,-1,false,0,0,0,0,false
351,"l1e1","ffxiv/lak_l1/evt/l1e1/level/l1e1",1,26,509,481,136,6,0,15,0,false,0,false,0,true,false,false,false,1114,-1,-1,852110,0,24,-1,0,-1,false,0,0,0,0,false
352,"","",0,0,0,0,0,0,0,0,0,false,0,false,0,false,false,false,false,0,0,0,0,0,0,0,0,0,false,0,0,0,0,false
353,"z1z1","ex2/02_est_e3/fld/e3ff/level/e3ff",1,2401,515,2499,489,10,2,10,70,false,0,false,0,true,false,false,false,1001,122024,124868,0,0,0,-1,327,-1,false,2,0,0,0,false
354,"z1z2","ex1/03_abr_a2/fld/a2fd/level/a2fd",1,497,510,2256,283,7,2,10,71,false,66,false,0,true,false,false,false,1001,122019,124911,0,0,0,-1,139,-1,false,1,0,0,0,false
355,"f1b1","ffxiv/fst_f1/bah/f1b1/level/f1b1",1,23,507,1301,148,3,2,16,98,false,0,false,0,true,false,false,false,1001,122003,124511,0,0,0,-1,39,-1,false,0,0,0,0,false
356,"f1b2","ffxiv/fst_f1/bah/f1b2/level/f1b2",1,23,507,1302,149,3,2,16,99,false,28,false,0,true,false,false,false,1001,122003,124512,0,0,0,-1,40,-1,false,0,0,0,0,false
357,"f1b3","ffxiv/fst_f1/bah/f1b3/level/f1b3",1,23,507,1303,65,3,2,16,100,false,0,false,0,true,false,false,false,1001,122012,124513,0,0,0,-1,41,-1,false,0,0,0,0,false
358,"f1b4","ffxiv/fst_f1/bah/f1b4/level/f1b4",1,23,507,1304,150,3,2,17,101,false,0,false,0,true,false,false,false,1001,122012,124514,0,0,0,-1,42,-1,false,0,0,0,0,false
359,"o1fa_2","ffxiv/ocn_o1/fld/o1fa/level/o1fa",1,22,502,1334,147,2,2,10,73,false,38,false,0,true,false,false,false,1001,122001,124012,0,0,0,-1,37,-1,false,0,0,0,0,false
360,"w1d7","ffxiv/wil_w1/dun/w1d7/level/w1d7",1,24,505,49,145,4,2,3,21,false,0,false,0,true,false,false,false,1001,122002,124104,0,0,0,-1,0,-1,false,0,0,0,0,false
361,"s1d5","ffxiv/sea_s1/dun/s1d5/level/s1d5",1,22,502,1377,168,2,2,3,23,false,0,false,0,true,false,false,false,1001,122001,124013,0,0,0,-1,50,-1,false,0,0,0,0,false
362,"s1d6","ffxiv/sea_s1/dun/s1d6/level/s1d6",1,22,502,36,146,2,2,3,20,false,37,false,0,true,false,false,false,1001,122001,124004,0,0,0,-1,43,-1,false,0,0,0,0,false
363,"f1d5","ffxiv/fst_f1/dun/f1d5/level/f1d5",1,23,507,125,151,3,2,3,22,false,40,false,0,true,false,false,false,1001,122003,124206,0,0,0,-1,38,-1,false,0,0,0,0,false
364,"f1fa_2","ffxiv/fst_f1/fld/f1fa/level/f1fa",1,23,507,360,36,3,2,10,67,false,30,false,0,true,false,false,false,1001,122003,124209,0,0,0,-1,0,-1,false,0,0,0,0,false
365,"r1d2","ffxiv/roc_r1/dun/r1d2/level/r1d2",1,25,508,401,157,5,2,3,25,false,42,false,2,true,false,false,false,1001,122004,124302,0,0,0,-1,45,-1,false,0,0,0,0,false
366,"r1fb","ffxiv/roc_r1/fld/r1fb/level/r1fb",1,25,508,386,144,5,2,3,76,false,0,false,2,true,false,false,false,1001,122004,124308,0,0,0,-1,44,-1,false,0,0,0,0,false
367,"w1d8","ffxiv/wil_w1/dun/w1d8/level/w1d8",1,24,505,50,182,4,2,3,26,false,41,false,0,true,false,false,false,1001,122002,124106,0,0,0,-1,0,-1,false,0,0,0,0,false
368,"r1f1_battle","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,392,53,5,2,10,74,false,21,false,2,true,false,false,false,1001,122004,124309,0,0,0,-1,0,-1,false,0,0,0,0,false
369,"w1d2_battle","ffxiv/wil_w1/dun/w1d2/level/w1d2",1,24,505,694,46,4,2,10,75,false,0,false,0,true,false,false,false,1001,122002,124115,0,0,0,-1,0,-1,false,0,0,0,0,false
370,"f1b5","ffxiv/fst_f1/bah/f1b5/level/f1b5",1,23,507,1305,1,3,0,12,0,false,0,false,0,true,false,false,false,1001,122012,124515,852619,0,22,-1,0,-1,false,0,0,0,0,false
371,"r1d3","ffxiv/roc_r1/dun/r1d3/level/r1d3",1,25,508,404,174,5,2,3,27,false,42,false,2,true,false,false,false,1001,122004,124310,0,0,0,-1,64,-1,false,0,0,0,0,false
372,"l1r2","ffxiv/lak_l1/rad/l1r2/level/l1r2",1,26,509,493,158,6,2,8,102,false,0,false,0,true,false,false,false,1001,122011,124602,0,0,0,-1,51,-1,false,0,0,0,0,false
373,"f1d6","ffxiv/fst_f1/dun/f1d6/level/f1d6",1,23,507,58,165,3,2,3,24,false,0,false,0,true,false,false,false,1001,122003,124202,0,0,0,-1,0,-1,false,0,0,0,0,false
374,"f1fb","ffxiv/fst_f1/fld/f1fb/level/f1fb",1,23,507,1363,166,3,2,10,77,false,43,false,0,true,false,false,false,1001,122003,124210,0,0,0,-1,0,-1,false,0,0,0,0,false
375,"f1fb_2","ffxiv/fst_f1/fld/f1fb/level/f1fb",1,23,507,1363,166,3,2,10,78,false,43,false,0,true,false,false,false,1001,122003,124211,0,0,0,-1,0,-1,false,0,0,0,0,false
376,"l1p1","ffxiv/lak_l1/pvp/l1p1/level/l1p1",4,26,509,1374,167,6,2,18,127,false,0,false,0,true,false,true,true,1001,122015,124701,0,0,0,-1,58,-1,true,0,0,0,0,false
